"Source";"Target";"Weight"
78;548;0.0337568260822
78;584;0.0230729454096
79;515;0.0347055646435
79;531;0.0440332881919
80;91;0.5524627242742
80;120;0.5619482063416
80;530;0.0388169367433
80;532;0.0608253889998
80;539;0.014488914412
81;519;0.0034018196157
81;530;0.0049973046441
81;562;0.0052351753721
82;93;0.3953102143429
82;93;0.3953102143429
82;512;0.0760156431397
82;515;0.0441703930613
82;544;0.0330046843343
83;104;0.0232148284898
83;518;0.0236114360873
83;539;0.0131095116195
83;562;0.041650787795
84;94;0.5398150504633
84;101;0.5223789051191
84;518;0.0982325207515
84;522;0.0486720794117
84;562;0.0286916493191
85;96;0.4039260170066
85;107;0.1376395588985
85;518;0.0369796880175
85;534;0.0286167237846
86;516;0.0271520898575
86;532;0.0534314027681
86;534;0.0326694478439
87;97;0.0074058460472
87;522;0.0106827818218
87;573;0.1305380034454
88;97;0.035551906553
88;108;0.3693403571081
88;516;0.0471734448755
88;568;0.3416231111638
88;577;0.1790613804336
89;99;0.8395538887114
89;522;0.0933399792238
89;530;0.0405059623035
89;579;0.5242057714144
90;100;0.2708295823319
90;513;0.0267697252058
90;546;0.0498473687976
90;561;0.0253360418653
91;522;0.0647309625187
91;556;0.0422174658569
91;593;0.6196446257746
92;103;0.3158511669485
92;518;0.1885516778031
92;530;0.1014469059616
92;562;0.0624078504821
93;106;0.3505340870983
93;127;0.3634457757855
93;512;0.0493466624058
93;522;0.0440479821737
93;544;0.0185595200677
93;548;0.0655955752571
94;101;0.4295337250234
94;105;0.0057107129723
94;519;0.0660494796415
94;554;0.085809101048
95;522;0.016261870211
95;546;0.0002595374438
96;107;0.1081552123767
96;113;0.354841268435
96;515;0.0253028208651
96;546;0.0266111721677
96;561;0.0201586880578
96;562;0.0315133244718
97;109;0.0244457952868
97;145;0.4516839088721
97;539;0.0207485975456
97;594;0.0018101954041
98;158;0.2793828818408
98;577;0.4467483193706
99;516;0.0292164088934
99;518;0.0421201588611
99;539;0.0250425640587
99;561;0.0241536289612
99;579;0.4587096762007
100;117;0.2290556698875
100;522;0.0473241909811
100;532;0.0440016028986
101;119;0.4324426459561
101;132;0.3528086929301
101;561;0.0763891138633
101;595;0.0337186211214
101;596;0.0221463256691
102;111;0.0282656747086
102;121;0.0247957940793
102;531;0.0189446301203
102;539;0.0404560802104
103;511;0.0703657385317
103;516;0.0263631509122
103;546;0.0567237449096
104;138;0.2574483874223
104;516;0.0243055091539
104;521;0.0187576077654
104;548;0.0408986137158
104;597;0.221159819967
105;112;0.5578350743862
105;534;0.0074623354549
105;561;0.0041666977961
105;756;0.0016773117514
106;114;0.4088876525759
106;522;0.0761178194089
106;544;0.0142828850324
106;547;0.0168859261502
107;116;0.1904555503631
107;511;0.0317830976611
107;548;0.0479319403287
107;598;0.0739166220292
107;599;0.1760831379278
107;600;0.3600741367949
108;115;0.3540873982603
108;601;0.1443893792628
108;602;0.0398421942753
108;603;0.0529636436137
109;118;0.6491228532655
109;521;0.0245594488265
109;539;0.0338821012915
109;544;0.0291948619115
109;556;0.0182316984679
110;126;0.3996336698873
110;521;0.0263749859498
110;546;0.0220675897153
111;128;0.6953370461113
111;515;0.212640476152
111;531;0.0569693042961
111;604;0.0345597923605
111;605;0.4010603259797
112;139;0.5456793846602
112;511;0.003994135718
112;515;0.0027696071465
113;142;0.0393121196861
113;554;0.0252106249193
113;606;0.1007205763619
114;144;0.3105997755387
114;531;0.0329754832441
114;534;0.052550491424
114;539;0.0463025101519
114;607;0.1055116468252
115;122;0.2379783647486
115;539;0.0329199207218
115;608;0.3380367282735
115;609;0.3681971379215
116;133;0.1751925000103
116;515;0.0425792877018
116;548;0.0548289230512
116;610;0.0991456159934
117;123;0.2149455775541
117;518;0.0782296109198
117;539;0.0265340987744
117;562;0.0595533401424
117;611;0.2311287181229
118;124;0.0344134122604
118;518;0.0358871445046
118;519;0.0336014078734
119;125;0.4626182651776
119;132;0.3278770987082
119;522;0.1474271349286
119;534;0.1434228123623
119;546;0.1042996870951
120;512;0.0220447754574
120;536;0.0437433177958
120;584;0.0684269713242
120;593;0.7269058109998
120;612;0.0180110036366
121;143;0.4259677895118
121;147;0.2931513747425
121;149;0.0437344720928
121;511;0.0596924718155
121;531;0.0266242579437
121;613;0.0323834043039
122;546;0.0427442040617
122;562;0.0763405211995
123;130;0.1413100955533
123;522;0.0765359832395
123;547;0.0153853967288
123;614;0.0324369734747
124;129;0.3991917148779
124;131;0.0495193372833
124;515;0.1666689661926
124;530;0.0107922856888
124;584;0.1542919219696
124;605;0.2315486166533
125;132;0.5231702745437
125;166;0.0577591351499
125;522;0.0468153185105
125;532;0.0977108867447
126;137;0.37904133812
126;519;0.0604572675475
126;532;0.0618254618626
126;561;0.0454832378444
127;136;0.2053386193756
127;515;0.0327274996265
127;530;0.0337406117186
127;532;0.1047021883739
128;129;0.393952017462
128;511;0.0454112979285
128;530;0.0340325898946
128;532;0.0412762053741
128;605;0.2575512986242
129;519;0.05466875458
129;532;0.0725269957733
129;584;0.2107295743084
129;605;0.3868254643373
130;135;0.613311166869
130;157;0.443389416036
130;520;0.0210687965178
130;522;0.1682507512083
130;532;0.1231412793315
131;134;0.2882072080622
132;521;0.0080853989755
132;561;0.0631946747806
132;562;0.0226008590909
133;146;0.2972861081451
133;148;0.1437960505189
133;512;0.0706510380296
133;539;0.0383158297512
133;615;0.1137598545313
134;151;0.2717150650471
134;519;0.0676943871545
134;522;0.0597362456999
134;562;0.0371787842933
134;616;0.1805351082293
134;756;0.0418744925503
135;150;0.3407662542553
135;516;0.0242940020471
135;518;0.0571407138158
135;521;0.0935370520711
135;579;0.2042307941943
136;141;0.1433276516724
136;517;0.0472427524201
136;548;0.0562588165519
136;617;0.1491996093754
136;756;0.0327064578637
137;140;0.4341188199211
137;511;0.0515670004394
137;530;0.0320447272858
137;618;0.063565531993
138;154;0.6764570615148
138;619;0.0303009881019
138;620;0.1844672043036
138;621;0.1928434926441
138;622;0.0285119196435
139;179;0.0076533040096
139;515;0.0042038819845
139;519;0.0294581091343
140;152;0.4512467035366
140;536;0.0316400020157
140;623;0.0617960174959
140;624;0.0373683509477
140;625;0.5069364777336
140;757;0.2005040634361
141;153;0.1254463818324
141;512;0.0759792663876
141;519;0.0521298183926
141;530;0.0679985668493
141;562;0.0562977906226
142;169;0.4669701596822
142;521;0.0336553285292
142;537;0.0320982795227
142;548;0.0458124197853
142;561;0.0341089030064
142;626;0.6164219198166
143;155;0.1875890415427
143;515;0.0327650019041
143;516;0.0502323885654
143;627;0.0384591588984
143;758;0.3631863515674
144;156;0.3868032224245
144;516;0.0216699220975
144;520;0.0385807054733
144;534;0.027464999319
144;628;0.151055760509
145;172;0.4117250926155
145;518;0.0282650683966
145;572;0.0049562201702
145;629;0.2465370373275
145;630;0.0082656500605
145;631;0.4067910213564
146;159;0.2253228622619
146;534;0.0201092841689
146;562;0.0330058600027
146;632;0.0768224386574
147;168;0.3682939691811
147;173;0.3693058243788
147;173;0.3693058243788
147;613;0.0591378995059
147;633;0.0770724586373
147;756;0.0113822495686
148;160;0.3355069863757
148;177;0.3469049441176
148;516;0.0284937311284
148;548;0.0466668148061
149;161;0.5607058722032
149;522;0.0893306368726
149;539;0.0194217854529
149;546;0.0353320652781
149;561;0.0431036183242
150;162;0.2893778651913
150;163;0.3642916884628
150;539;0.0284239230224
150;562;0.0777702543254
150;579;0.3478423368958
151;522;0.0876548457595
151;544;0.0214446754279
151;562;0.0284868609692
152;514;0.0166523073296
152;520;0.055230888402
152;546;0.0291997457288
153;515;0.0139646764361
153;521;0.055975543954
153;561;0.0224581019458
154;170;0.122867450018
154;182;0.61831800302
154;561;0.0210000846673
154;634;0.0402407093008
155;181;0.5336883815753
155;535;0.0420744384409
155;546;0.0317477015914
155;548;0.0334366293349
155;562;0.037387390335
156;512;0.0753529858322
156;562;0.0386618762949
156;628;0.3096691177623
156;628;0.3096691177623
156;756;0.0243670621062
157;164;0.1833705530392
157;535;0.0216895891382
157;579;0.2764394446078
157;630;0.031204571518
157;635;0.1593918063007
157;636;0.0519033186764
158;165;0.042750913922
158;185;0.3554032916095
158;525;0.3685030221211
158;577;0.3201947208493
158;637;0.0667612399518
158;756;0.0242709584898
159;174;0.4657707371731
159;518;0.0402890118349
159;548;0.0683450465881
159;756;0.1021349023817
160;547;0.0333771943644
160;548;0.0774847257324
160;638;0.1183802594994
160;640;0.1560735197731
161;189;0.476574371633
161;516;0.0304602312322
161;517;0.148327954092
161;534;0.0344552704126
161;641;0.3003326824602
162;167;0.2143579383047
162;180;0.2433484707363
162;516;0.0279592288775
162;577;0.0866727380148
162;642;0.1711777694184
163;515;0.0385420624892
163;572;0.086918055259
163;579;0.3750939550249
164;171;0.5393201381894
164;175;0.3447521529324
164;522;0.0741261354845
164;644;0.0951666562696
164;645;0.158726154518
165;516;0.0207376474727
165;518;0.0209501461643
165;519;0.0351223347976
165;546;0.0107034990964
166;199;0.2810034032922
166;646;0.1756980363024
166;647;0.1203403079675
166;648;0.0932426696535
166;649;0.3931865313876
167;548;0.0646742334968
168;176;0.5509218129551
168;178;0.5034947625533
168;532;0.0457709122433
168;579;0.337449014093
168;650;0.4614982377694
169;203;0.0268045676163
169;651;0.0645639730304
169;652;0.0392490912442
170;197;0.1602987092448
170;562;0.065365221294
170;653;0.0930675575659
170;654;0.1977774367894
170;655;0.1004362337394
170;656;0.4877251702664
171;175;0.3591167622869
171;183;0.5371461848499
171;516;0.0210332337191
171;532;0.0483200116541
171;562;0.0298304575097
172;184;0.4565210847817
172;516;0.0318179000588
172;539;0.0261380988577
172;561;0.0285869360754
172;657;0.0296691002905
173;186;0.2563341251777
173;511;0.0446760278881
173;519;0.0449911926296
173;658;0.5489134811934
173;756;0.029782949874
174;187;0.3293756285145
174;518;0.0476669394761
174;539;0.0282865045731
175;188;0.4571914044016
175;513;0.027826048128
175;530;0.0444139929353
176;201;0.2615806807759
176;249;0.0400715996149
176;250;0.0816853258412
176;556;0.0109469858055
176;635;0.0707168428437
176;659;0.4824079777763
177;191;0.313408728503
177;193;0.2000530896163
177;246;0.0642581470877
177;247;0.0691013401257
177;515;0.0251675144345
178;190;0.4193267693686
178;519;0.0533055831366
178;534;0.0668061289401
178;562;0.0794066931898
178;659;0.5135856533014
179;518;0.0599407346452
179;519;0.0330301661586
179;534;0.0344145356109
179;562;0.0330350859215
180;192;0.5525465122482
180;518;0.0498475437686
180;522;0.0732907917475
180;579;0.3062215342476
180;615;0.1788759939675
181;194;0.3778475345763
181;205;0.4342253427766
181;516;0.0589326405872
181;517;0.1203119687407
181;519;0.0689229087023
182;206;0.4118550450345
182;215;0.3157757431653
182;516;0.0398634927603
182;556;0.0287125573474
183;195;0.322931070833
183;515;0.0229443926796
183;530;0.0448010083247
183;531;0.0565330865711
184;196;0.1528616261579
184;518;0.0211118642611
184;530;0.0282624784872
184;556;0.0222846512247
184;631;0.4320675069099
185;202;0.5469546498678
185;223;0.363053355381
185;522;0.0732489914418
185;556;0.0314188571948
186;198;0.1546706256083
186;200;0.582236414522
186;522;0.1247848218842
186;556;0.0167648241291
186;562;0.0468554734772
187;514;0.0230407483954
187;518;0.0571567356411
187;521;0.0402151378789
188;195;0.2940804153242
188;212;0.2028554365525
188;511;0.0478581477448
188;516;0.0255035667449
188;532;0.045952065273
189;546;0.0556353618275
189;556;0.0191839485194
189;572;0.0298411302292
190;519;0.0587958061188
190;544;0.0436434339505
190;548;0.0928120754003
190;572;0.0781424084205
190;659;0.6993668276784
190;659;0.6993668276784
191;514;0.0217444029026
191;516;0.0362758041064
191;519;0.0673011930959
191;535;0.036934481032
192;204;0.6706494157462
192;245;0.3492705959532
192;579;0.3935506886277
193;240;0.3856271813295
193;243;0.1232538736021
193;244;0.1703851813994
193;252;0.1706774490965
194;205;0.6402168595344
194;207;0.3685016110108
194;511;0.0633883778355
194;518;0.0852419355417
194;530;0.0565371820637
194;548;0.0764934940673
195;220;0.2970800340615
195;535;0.0543832169009
195;546;0.0270886210394
195;572;0.01114930304
196;208;0.2184542801387
196;209;0.306632710711
196;233;0.0247939600982
196;242;0.0176396621051
196;531;0.0332735275824
196;532;0.056410777935
197;512;0.028195059892
197;534;0.0366472373081
197;546;0.0323399267062
197;756;0.0352228428171
198;210;0.2617358339782
198;532;0.0456975122935
198;534;0.0597790250645
198;548;0.0868423009245
198;756;0.0194175098015
199;211;0.2790840684708
199;241;0.4403071578764
199;518;0.0543652567574
199;531;0.0497043301481
199;532;0.0985567857224
199;615;0.1178397854629
200;213;0.1602105581357
200;530;0.0391466175331
200;548;0.0708921393429
201;214;0.191778511106
201;226;0.1865368090272
201;515;0.0229425692092
201;530;0.0508783943575
201;660;0.0458417475574
202;228;0.3397212304076
202;546;0.0426014128993
202;561;0.0339206893798
202;572;0.0200399386776
202;661;0.3048828062714
203;511;0.0285991245655
203;561;0.0321496053902
203;562;0.0452476433922
204;216;0.4320536106021
204;217;0.0983156844705
204;546;0.0264242050799
204;562;0.0697575776481
204;579;0.3344177389498
205;516;0.0462549132636
205;536;0.0522865210019
206;218;0.5584292155518
206;224;0.0045977760188
206;225;0.1445293921043
206;255;0.65290342928
206;662;0.2224672144061
207;219;0.2584408210497
207;532;0.0745225684564
207;547;0.0364367039328
208;231;0.6886616031009
208;511;0.0369651550651
208;532;0.0258849807671
209;221;0.410240760023
209;222;0.1025478688443
209;511;0.0414907809067
209;519;0.0462731424175
209;562;0.0162057441389
209;615;0.1093786308714
210;522;0.1112346409004
210;562;0.0429549900956
210;572;0.1067882637033
210;756;0.0103468070301
211;516;0.0343389711731
211;534;0.0163089354289
211;539;0.0156146642342
211;562;0.019612038375
212;220;0.1556010858957
212;511;0.0423987963203
212;530;0.0202672765032
212;561;0.0230935286511
212;635;0.0753008061553
213;516;0.0461246499087
213;539;0.0632125659925
213;556;0.022725927511
214;516;0.0598038297023
214;530;0.0675270782428
214;546;0.0427442040617
215;227;0.5971436028642
215;227;0.5971436028642
215;230;0.3998731986425
215;238;0.0595221847033
215;251;0.0740632434079
215;539;0.0292188104665
216;521;0.0659189044994
216;522;0.0677756731807
216;561;0.0498525025153
217;522;0.0870100677684
217;756;0.0262431750035
218;229;0.3040839766124
218;532;0.0421749938439
218;561;0.0226671458884
218;662;0.1244473220238
219;539;0.0177610474606
219;572;0.0079557166807
220;518;0.0388738892306
220;548;0.0534400095463
220;561;0.0392971303386
221;511;0.0601567751544
221;534;0.0217244624178
222;511;0.0511210985598
222;539;0.0179043863689
222;615;0.0399935536561
223;232;0.0812190060273
223;234;0.5049837977576
223;556;0.0448020620902
223;562;0.0376228864622
224;514;0.0041134804713
224;539;0.0016880141313
224;546;0.0011236403242
224;548;0.0040168586621
225;235;0.2931628609422
225;236;0.3679364002759
225;516;0.0235635460192
225;548;0.0596253867934
225;561;0.0202994835849
225;615;0.1013652300942
226;518;0.0576193552495
226;562;0.0445242019616
227;248;0.4754566850174
227;255;0.6322774657806
227;515;0.0399370736047
227;517;0.0600201270504
227;561;0.0268573661612
228;234;0.4831477062178
228;237;0.2393297377446
228;515;0.0369286987016
228;519;0.0545036003196
228;522;0.0787723009318
229;272;0.2734364184894
229;519;0.0839461383044
229;547;0.0213619727297
229;756;0.0318703660409
230;239;0.4951212118827
230;255;0.4769056916468
230;511;0.0941628801181
230;534;0.0574650170364
230;548;0.0973417446129
230;621;0.4672773810825
231;532;0.0256844155253
231;630;0.0078704581699
232;516;0.0436462142485
232;530;0.0319096341561
232;536;0.0452065072355
233;511;0.036449447274
233;548;0.0360340545335
234;511;0.0680831543702
234;562;0.0432187823295
234;663;0.4495885837571
235;516;0.0298570689322
235;548;0.0292330064588
236;515;0.0298057698957
236;519;0.0498233079312
236;532;0.030716029687
236;539;0.0266060648139
237;511;0.0225487180743
237;520;0.0302135788048
237;534;0.0216414449242
238;514;0.0106971163036
238;561;0.0121205864672
238;756;0.0095554166963
239;511;0.1012178658761
239;537;0.0610879307124
239;621;0.2790785027242
240;259;0.385432148474
240;522;0.0927520966374
240;539;0.0289784621802
241;518;0.051820691295
241;534;0.0530526548978
242;261;0.3671872372199
242;515;0.0405864544445
242;530;0.048259983361
242;539;0.0267035812495
242;548;0.0309687465287
243;249;0.0576664478621
243;253;0.0205889668379
243;253;0.0205889668379
243;275;0.1148100969715
243;664;0.0297242316136
244;513;0.0228996434676
244;556;0.0168054933132
244;756;0.0134284891837
245;254;0.2879013245032
245;516;0.0249060401405
245;530;0.0345542174556
245;562;0.0267851798502
245;579;0.2901074558257
246;511;0.0523630068796
246;539;0.0212519470355
246;562;0.0340106851188
247;256;0.4546115417655
247;264;0.2954497465025
247;270;0.0352474848572
247;756;0.0428681525238
248;257;0.526399978896
248;263;0.2070565296505
248;274;0.2265197380843
248;534;0.0181462488327
249;258;0.2736186348227
249;260;0.4201980443537
249;514;0.0116441480152
249;534;0.0386133372518
249;572;0.0330720031898
250;265;0.7674368490679
250;266;0.5954908878346
250;519;0.0411493665785
250;546;0.0183341118098
250;548;0.0663154678488
251;517;0.0565123452244
251;519;0.070943281876
251;530;0.0364020716319
252;262;0.3788453466466
252;269;0.3238674340022
252;515;0.0290707411568
252;539;0.0299597844634
253;532;0.0629536521937
253;539;0.0105718530132
254;515;0.0118793069758
254;536;0.0275809260683
254;547;0.016074842645
255;536;0.0442527662396
255;539;0.0185269998739
255;561;0.0165034340583
256;513;0.0591390184092
256;536;0.0426766987535
256;544;0.0749664079909
257;521;0.014716800658
257;665;0.0349341333081
257;666;0.0218852488138
258;267;0.107058201026
258;284;0.338606898828
258;516;0.0247544475955
259;513;0.0361126871586
259;518;0.0786213737085
259;522;0.1702598828063
259;535;0.0271704506033
260;511;0.0543788320729
260;518;0.0258575313427
260;530;0.034069366681
260;534;0.0374045167567
261;511;0.0316653689841
261;536;0.0227070896688
262;268;0.4180687348182
262;516;0.0291822520397
262;519;0.0697018608012
262;548;0.0789970416545
263;271;0.3159637021298
263;276;0.1041355051912
263;277;0.0335981661419
263;280;0.2569196105025
263;511;0.060401657092
263;532;0.0479138142695
264;273;0.0522170141195
264;759;0.1150343215393
265;266;0.6943864832595
265;285;0.4640003019644
265;561;0.0570581307337
266;546;0.0259782961897
266;561;0.0454497480234
267;278;0.0827311827009
267;512;0.0133340660785
267;515;0.0109829055242
267;556;0.015484853425
267;561;0.0167779572695
268;511;0.0499923428536
268;517;0.0742950132624
268;562;0.0365433530832
269;515;0.0214511718903
269;522;0.053182718023
269;535;0.0295510322341
270;281;0.0662980563936
270;522;0.0299176511295
270;539;0.0515329135963
270;667;0.0014980530829
270;668;0.1157467724048
270;669;0.1768541150028
271;283;0.2928283852838
271;514;0.0126993594992
271;519;0.0407026878941
271;756;0.021853225624
272;511;0.0796552456271
272;512;0.0529589333155
272;518;0.0612649275562
272;561;0.0304691363359
273;289;0.0621112180202
273;516;0.0294006904043
273;544;0.0394150839549
274;532;0.0357959473741
274;670;0.2366477476637
275;279;0.2884352864993
275;522;0.036743425779
275;547;0.018098600069
275;671;0.1605631350169
275;672;0.0426942445871
275;673;0.0845104883197
276;288;0.2503895509436
276;300;0.2908768817421
276;301;0.0744026755141
276;310;0.0848071474085
277;282;0.6518007012061
277;285;0.4575181112168
277;286;0.0672198603082
277;292;0.0217812700374
277;308;0.0331316980956
278;515;0.0259117236223
278;534;0.024938544793
278;539;0.0394769445768
279;522;0.0278343784685
279;535;0.0271335647096
279;556;0.0130785135601
280;283;0.3300714228499
280;287;0.3353514475252
280;512;0.0416749721922
280;530;0.0414412981808
280;584;0.0637882518889
281;304;0.2061274992661
281;530;0.0187664297389
281;562;0.0145031566517
282;290;0.6022286583686
282;561;0.0568068074819
283;298;0.2862646173977
283;299;0.0229406948866
283;305;0.0594007512367
283;328;0.3710374951417
283;601;0.0821061483524
283;674;0.073979578957
284;293;0.2894936597377
284;293;0.2894936597377
284;522;0.1571509141946
284;539;0.0200918656858
285;295;0.5582646137349
285;322;0.0616703156384
285;532;0.0658956844941
285;562;0.1560269884165
285;675;0.5280793755855
286;294;0.0585142562499
286;613;0.0556821276443
