"Source";"Target";"Weight"
46;134;0.2149118689682
47;31;0.587515110893
47;571;0.578786453886
47;57;0.4986019278514
47;22;0.4814816919163
48;567;0.4826418006238
48;43;0.3966949832411
48;67;0.3712701525613
48;115;0.2972444823918
49;33;0.3267552986495
49;59;0.2748953490579
49;44;0.2669216304964
49;13;0.2266720154399
50;556;0.4992988882806
50;576;0.4000288398551
50;574;0.2727368598257
50;60;0.1473849429773
51;564;0.3993402322159
51;35;0.3873827346998
51;106;0.3711348262805
51;114;0.3259116375373
52;35;0.3569769472671
52;223;0.3482671201782
52;51;0.3255000338837
52;525;0.3026514011553
53;40;0.4337614786795
53;22;0.2028358904583
53;544;0.1666788862497
53;57;0.161049253704
54;80;0.2644270889818
54;91;0.2572166204706
54;111;0.2448187853925
54;128;0.2392889567927
55;134;0.5891174030647
55;66;0.5690345235706
55;254;0.5005468050332
55;78;0.4517814700875
56;76;0.4168503651244
56;335;0.3926290443448
56;115;0.3912895909639
56;134;0.3785594333794
57;47;0.4986019278514
57;571;0.4255529749327
57;31;0.3846304943485
57;755;0.3624353425753
58;110;0.5580617672687
58;126;0.5304770830322
58;137;0.3942975351486
58;140;0.2799698642512
59;11;0.3011192649166
59;33;0.2753891049697
59;49;0.2748953490579
59;44;0.2460102261776
60;576;0.1947202452559
60;50;0.1473849429773
60;574;0.1340928708835
60;555;0.118736734259
61;611;0.3610424599377
61;62;0.3310704630359
61;579;0.2859082120151
61;121;0.2739426352379
62;89;0.547919346994
62;686;0.5178627030865
62;99;0.4914159137885
62;579;0.4806084763003
63;585;0.3865299651535
63;665;0.1483554772638
63;642;0.1385982007066
63;335;0.1316372505372
64;754;0.495271670308
64;73;0.472678901257
64;589;0.4331605446831
64;473;0.2410033897527
65;86;0.2481678713986
65;103;0.2434072094168
65;92;0.2337594563528
65;591;0.1793375162641
66;55;0.5690345235706
66;98;0.5627780586936
66;254;0.5521281168183
66;134;0.5372346449202
67;62;0.413509103059
67;48;0.3712701525613
67;76;0.3370022552792
67;643;0.3306711821682
68;669;0.2987715999002
68;364;0.2570627464905
68;271;0.2402017115178
68;576;0.1974887623785
69;518;0.3039814642395
69;101;0.1439320938871
69;580;0.1021755088009
69;583;0.095761318305
70;623;0.1341850920705
70;520;0.1198742042591
70;249;0.1140755164632
70;459;0.1114274773613
71;192;0.5636999973111
71;99;0.5413199015318
71;150;0.5188684871935
71;89;0.5168668579018
72;12;0.3940707158151
72;549;0.3420958253879
72;19;0.324648257931
72;723;0.2434725896772
73;754;0.4775123412046
73;64;0.472678901257
73;479;0.3543460566921
73;589;0.3449701034767
74;593;0.1729526463075
74;120;0.1712954198489
74;91;0.149210569688
74;80;0.1406167167808
75;87;0.5026900967614
75;66;0.4777777565478
75;62;0.4376080243996
75;77;0.4090751224303
76;98;0.5030896954076
76;568;0.4235908914513
76;115;0.4183313102249
76;56;0.4168503651244
77;66;0.513429518477
77;55;0.4161557746159
77;62;0.4129213986416
77;75;0.4090751224303
78;134;0.5214126899475
78;55;0.4517814700875
78;66;0.4315476117014
78;90;0.4178211001441
79;286;0.3728333509659
79;155;0.2769722948967
79;725;0.2660076352973
79;469;0.2653311056839
80;120;0.5619482063416
80;91;0.5524627242742
80;593;0.5436428679691
80;54;0.2644270889818
81;95;0.2817250674296
81;594;0.2719793140863
81;139;0.2537058915592
81;667;0.2272446854973
82;93;0.3953102143429
82;106;0.2982558925641
82;433;0.2670701618616
82;723;0.2564651785338
83;66;0.3618649372307
83;98;0.3470060193539
83;254;0.3411559189786
83;62;0.315032098456
84;94;0.5398150504633
84;101;0.5223789051191
84;125;0.4168220324395
84;132;0.3692532459385
85;96;0.4039260170066
85;479;0.3970326285392
85;599;0.2729984622468
85;326;0.2492861294752
86;103;0.3248617786401
86;65;0.2481678713986
86;92;0.2349266495515
86;591;0.1061790565216
87;75;0.5026900967614
87;66;0.4777842937895
87;77;0.4018800234104
87;62;0.3593175566226
88;115;0.4648712281689
88;117;0.460102925521
88;134;0.383217060874
88;108;0.3693403571081
89;99;0.8395538887114
89;192;0.6162710707241
89;178;0.5961052711207
89;62;0.547919346994
90;134;0.4960500724504
90;78;0.4178211001441
90;55;0.38835233867
90;62;0.3466926121734
91;120;0.6802639178246
91;593;0.6196446257746
91;80;0.5524627242742
91;128;0.2804118278823
92;103;0.3158511669485
92;386;0.2640018417785
92;532;0.2595763656415
92;119;0.2417257027341
93;82;0.3953102143429
93;127;0.3634457757855
93;5;0.3608734527922
93;106;0.3505340870983
94;84;0.5398150504633
94;101;0.4295337250234
94;125;0.3812021429814
94;132;0.3307390191123
95;667;0.6523455806466
95;224;0.4859027811382
95;594;0.3429977711603
95;81;0.2817250674296
96;479;0.4092956677832
96;85;0.4039260170066
96;113;0.354841268435
96;73;0.1936490933574
97;631;0.5851876196799
97;145;0.4516839088721
97;172;0.4503623002123
97;184;0.4261151496435
98;66;0.5627780586936
98;134;0.5032309393228
98;76;0.5030896954076
98;568;0.4987837099158
99;89;0.8395538887114
99;192;0.6714795302232
99;178;0.6188741552196
99;204;0.5459617332707
100;56;0.31959384896
100;115;0.2842776080184
100;609;0.2829353681369
100;76;0.2796285676786
101;84;0.5223789051191
101;125;0.4858441764059
101;119;0.4324426459561
101;94;0.4295337250234
102;598;0.1495248768864
102;615;0.1258936021193
102;23;0.1180752053459
102;651;0.1161780385614
103;86;0.3248617786401
103;92;0.3158511669485
103;65;0.2434072094168
103;386;0.1491218832803
104;291;0.3102227367573
104;206;0.2937929390756
104;154;0.2839870348379
104;255;0.2649668140497
105;139;0.6050664746998
105;112;0.5578350743862
105;555;0.2097184256301
105;594;0.1921963709745
106;156;0.4582756872244
106;5;0.4559773505087
106;114;0.4088876525759
106;526;0.398902624686
107;467;0.3745987920348
107;600;0.3600741367949
107;159;0.3033256950504
107;465;0.2389101447055
108;88;0.3693403571081
108;115;0.3540873982603
108;335;0.3499642233255
108;131;0.3441615055159
109;118;0.6491228532655
109;508;0.0930543432672
109;426;0.0893004242317
109;702;0.0868605381341
110;58;0.5580617672687
110;126;0.3996336698873
110;140;0.2556720008027
110;137;0.2410309506131
111;128;0.6953370461113
111;129;0.4363527756146
111;605;0.4010603259797
111;124;0.3801346372455
112;105;0.5578350743862
112;139;0.5456793846602
112;555;0.2000517357277
112;594;0.1509395256665
113;96;0.354841268435
113;674;0.125072259113
113;310;0.1217933774483
113;64;0.1197278172252
114;628;0.4996721029967
114;156;0.4690251835622
114;106;0.4088876525759
114;526;0.3469312068121
115;134;0.5132375388387
115;88;0.4648712281689
115;117;0.4315803763321
115;568;0.431218249171
116;288;0.4530856422863
116;297;0.4459419308182
116;750;0.2425835415509
116;276;0.2370874920285
117;88;0.460102925521
117;115;0.4315803763321
117;568;0.3779483912367
117;134;0.3765502945119
118;109;0.6491228532655
118;508;0.1159372208142
118;702;0.1153811691375
118;437;0.1062633851532
119;125;0.4626182651776
119;101;0.4324426459561
119;84;0.3316136766003
119;132;0.3278770987082
120;593;0.7269058109998
120;91;0.6802639178246
120;80;0.5619482063416
120;555;0.2679884990101
121;143;0.4259677895118
121;62;0.3661508938957
121;134;0.3496142228728
121;163;0.3492344753197
122;214;1.0
122;226;0.6020048167667
122;76;0.3874421976651
122;56;0.2884367727782
123;89;0.3478870328858
123;178;0.3407896678805
123;99;0.3247717745077
123;192;0.2988532370563
124;129;0.3991917148779
124;128;0.3925032519798
124;111;0.3801346372455
124;605;0.2315486166533
125;132;0.5231702745437
125;101;0.4858441764059
125;119;0.4626182651776
125;84;0.4168220324395
126;58;0.5304770830322
126;110;0.3996336698873
126;137;0.37904133812
126;152;0.2799261742535
127;93;0.3634457757855
127;106;0.3351256017702
127;5;0.3090866624759
127;527;0.2635872604783
128;111;0.6953370461113
128;129;0.393952017462
128;124;0.3925032519798
128;91;0.2804118278823
129;111;0.4363527756146
129;124;0.3991917148779
129;128;0.393952017462
129;605;0.3868254643373
130;135;0.613311166869
130;157;0.443389416036
130;659;0.2997668467935
130;178;0.2748917812198
131;115;0.3501238031085
131;108;0.3441615055159
131;134;0.2882072080622
131;88;0.2777999189278
132;125;0.5231702745437
132;84;0.3692532459385
132;101;0.3528086929301
132;94;0.3307390191123
133;159;0.3501401177438
133;146;0.2972861081451
133;467;0.2875529241152
133;187;0.2708480611822
134;55;0.5891174030647
134;66;0.5372346449202
134;78;0.5214126899475
134;115;0.5132375388387
135;130;0.613311166869
135;157;0.5011741804583
135;659;0.4077601747722
135;150;0.3407662542553
136;127;0.2053386193756
136;608;0.1944408163315
136;5;0.1768517307347
136;724;0.1742642369017
137;140;0.4341188199211
137;58;0.3942975351486
137;126;0.37904133812
137;152;0.3597485359391
138;154;0.6764570615148
138;182;0.4885828026513
138;255;0.3329414266755
138;291;0.2852594689528
139;105;0.6050664746998
139;112;0.5456793846602
139;81;0.2537058915592
139;95;0.2353364748329
140;625;0.5069364777336
140;225;0.500382831093
140;152;0.4512467035366
140;137;0.4341188199211
141;117;0.2499193505347
141;608;0.2398042689164
141;115;0.2044661062533
141;106;0.2003645598337
142;626;0.6164219198166
142;512;0.5472915486339
142;169;0.4669701596822
142;294;0.4030775939319
143;121;0.4259677895118
143;147;0.4003835048221
143;163;0.397201936209
143;758;0.3631863515674
144;156;0.3868032224245
144;114;0.3105997755387
144;106;0.2694661336329
144;52;0.183729624389
145;97;0.4516839088721
145;172;0.4117250926155
145;631;0.4067910213564
145;184;0.3289465843524
146;133;0.2972861081451
146;159;0.2253228622619
146;174;0.2185698261184
146;148;0.1684007946881
147;568;0.4626491894593
147;134;0.4605260971707
147;98;0.4594080305326
147;55;0.4466798099494
148;177;0.3469049441176
148;160;0.3355069863757
148;632;0.3060376824715
148;504;0.2441213483371
149;161;0.5607058722032
149;189;0.3751550897402
149;704;0.2750792938538
149;456;0.2430052977334
150;192;0.6653358924689
150;204;0.6295824947359
150;178;0.5472134520061
150;180;0.5434918749289
151;55;0.293750913898
151;66;0.2764684501243
151;134;0.2717150650471
151;78;0.2393628307655
152;140;0.4512467035366
152;625;0.4201995880446
152;225;0.3714027241155
152;137;0.3597485359391
153;115;0.1416237743843
153;167;0.1341489926722
153;617;0.1330459692384
153;117;0.128308851076
154;138;0.6764570615148
154;182;0.61831800302
154;255;0.4168478700494
154;291;0.3845741906523
155;181;0.5336883815753
155;194;0.4330279775761
155;205;0.4309229526424
155;286;0.357955991047
156;114;0.4690251835622
156;106;0.4582756872244
156;144;0.3868032224245
156;628;0.3096691177623
157;135;0.5011741804583
157;150;0.4822311687469
157;192;0.4553298149741
157;658;0.4486436315349
158;55;0.4122423216724
158;525;0.3685030221211
158;185;0.3554032916095
158;134;0.326947695687
159;467;0.4746850990764
159;174;0.4657707371731
159;476;0.4088042419491
159;133;0.3501401177438
160;148;0.3355069863757
160;177;0.3228792219466
160;504;0.3156859262535
160;632;0.2701751565905
161;149;0.5607058722032
161;189;0.476574371633
161;704;0.417455773511
161;344;0.3938715616838
162;658;0.3959729117759
162;173;0.3154999125164
162;192;0.2944742254646
162;150;0.2893778651913
163;686;0.4874436481816
163;62;0.4340916252738
163;89;0.4315113082793
163;192;0.4187504232004
164;171;0.5393201381894
164;183;0.4837422837153
164;188;0.4132631675136
164;175;0.3447521529324
165;254;0.1408287007391
165;245;0.1273521710714
165;232;0.1195386427836
165;287;0.1173636012187
166;649;0.3931865313876
166;241;0.2978242604347
166;717;0.2810034032922
166;199;0.2810034032922
167;62;0.4320576703271
167;642;0.417164920961
167;469;0.3455859133776
167;686;0.33419445243
168;216;0.5537530718353
168;176;0.5509218129551
168;173;0.5453261785241
168;659;0.5370825095337
169;512;0.5614918106313
169;294;0.5325124592259
169;626;0.4944247779673
169;142;0.4669701596822
170;656;0.4877251702664
170;662;0.3441955848899
170;272;0.2953428375035
170;291;0.2729249115174
171;164;0.5393201381894
171;183;0.5371461848499
171;188;0.4687750878981
171;175;0.3591167622869
172;631;0.4920311987401
172;184;0.4565210847817
172;97;0.4503623002123
172;145;0.4117250926155
173;216;0.5886901910825
173;658;0.5489134811934
173;168;0.5453261785241
173;150;0.5299430949296
174;159;0.4657707371731
174;467;0.3679499107825
174;187;0.3293756285145
174;133;0.2497059592888
175;183;0.543844428529
175;188;0.4571914044016
175;171;0.3591167622869
175;164;0.3447521529324
176;168;0.5509218129551
176;190;0.4854786513003
176;659;0.4824079777763
176;173;0.4559237751509
177;244;0.3938790333456
177;240;0.3877681064596
177;252;0.3771335035765
177;259;0.3761982863496
178;99;0.6188741552196
178;192;0.5991735264785
178;89;0.5961052711207
178;150;0.5472134520061
179;613;0.1081373894924
179;41;0.0955704707052
179;560;0.0902788112088
179;2;0.0861129494985
180;216;0.615096738851
180;192;0.5525465122482
180;150;0.5434918749289
180;178;0.5276228768624
181;155;0.5336883815753
181;205;0.4342253427766
181;194;0.3778475345763
181;758;0.3545791750155
182;154;0.61831800302
182;138;0.4885828026513
182;255;0.4882891412447
182;291;0.4129576014932
183;188;0.5942754683507
183;175;0.543844428529
183;171;0.5371461848499
183;164;0.4837422837153
184;172;0.4565210847817
184;631;0.4320675069099
184;97;0.4261151496435
184;145;0.3289465843524
185;202;0.5469546498678
185;525;0.5383441945971
185;577;0.3642228803975
185;223;0.363053355381
186;200;0.582236414522
186;658;0.3676641774464
186;157;0.2706329011941
186;173;0.2563341251777
187;467;0.4271897561723
187;739;0.4003030951161
187;599;0.3684496349679
187;476;0.3473332603472
188;183;0.5942754683507
188;171;0.4687750878981
188;175;0.4571914044016
188;164;0.4132631675136
189;161;0.476574371633
189;704;0.46228026133
189;412;0.4008388261677
189;149;0.3751550897402
190;659;0.6993668276784
190;168;0.5067957361185
190;176;0.4854786513003
190;173;0.4689970688084
191;244;0.5913047748712
191;240;0.4811085913811
191;262;0.3779902730452
191;268;0.3753757628108
192;99;0.6714795302232
192;204;0.6706494157462
192;150;0.6653358924689
192;89;0.6162710707241
193;240;0.3856271813295
193;293;0.3766025085287
193;262;0.2991184153153
193;258;0.279304652225
194;205;0.6402168595344
194;155;0.4330279775761
194;181;0.3778475345763
194;207;0.3685016110108
195;164;0.3332355683251
195;183;0.322931070833
195;220;0.2970800340615
195;188;0.2940804153242
196;209;0.306632710711
196;629;0.2953857794487
196;221;0.2741747462357
196;208;0.2184542801387
197;227;0.2901149718804
197;255;0.2603469696327
197;206;0.2333082018708
197;670;0.2294340355514
198;210;0.2617358339782
198;52;0.1937834584216
198;719;0.1915601362665
198;463;0.182041780497
199;717;1.0
199;649;0.4474957181518
199;241;0.4403071578764
199;166;0.2810034032922
200;186;0.582236414522
200;658;0.3003780175815
200;157;0.2407997572444
200;192;0.2295250826691
201;347;0.4479041736092
201;71;0.3418211879608
201;99;0.3317972174864
201;192;0.3314054278002
202;185;0.5469546498678
202;525;0.4657548590876
202;223;0.357116787609
202;228;0.3397212304076
203;272;0.3616773064816
203;597;0.2712294356635
203;227;0.2565950544735
203;654;0.2442654765377
204;192;0.6706494157462
204;150;0.6295824947359
204;658;0.5461815907583
204;99;0.5459617332707
205;194;0.6402168595344
205;286;0.4589300320013
205;207;0.4515720353751
205;181;0.4342253427766
206;255;0.65290342928
206;291;0.6077331948454
206;218;0.5584292155518
206;215;0.5276678449436
207;205;0.4515720353751
207;194;0.3685016110108
207;331;0.3084839145455
207;469;0.2990192041187
208;231;0.6886616031009
208;209;0.2355914167991
208;196;0.2184542801387
208;629;0.1194103112794
209;221;0.410240760023
209;196;0.306632710711
209;629;0.2626822038066
209;208;0.2355914167991
210;469;0.2942603095734
210;198;0.2617358339782
210;525;0.242180829763
210;371;0.2370725904676
211;199;0.2790840684708
211;717;0.2790840684708
211;673;0.177768156692
211;630;0.1715000842893
212;183;0.2906902927649
212;164;0.2547302068561
212;195;0.251674092003
212;171;0.2415899998436
213;205;0.2480318592932
213;155;0.2111608490618
213;286;0.2105823548733
213;194;0.1972661792312
214;122;1.0
214;226;0.6020048167667
214;76;0.3874421976651
214;56;0.2884367727782
215;255;0.677982517122
215;227;0.5971436028642
215;291;0.5333715882642
215;670;0.5300679781266
216;180;0.615096738851
216;650;0.5995217305505
216;173;0.5886901910825
216;168;0.5537530718353
217;438;0.2140235816021
217;579;0.1886458139989
217;229;0.1819681593371
217;173;0.1788029315033
218;206;0.5584292155518
218;255;0.3620634259001
218;291;0.3362613523394
218;229;0.3040839766124
219;207;0.2584408210497
219;486;0.1085573165524
219;509;0.1079160094785
219;370;0.0939253912044
220;183;0.3407476089855
220;164;0.3060717230379
220;188;0.3008652037228
220;175;0.2978284159985
221;209;0.410240760023
221;629;0.3004415835761
221;196;0.2741747462357
221;172;0.153034533754
222;196;0.1842297173584
222;172;0.11503779616
222;221;0.1129425517536
222;732;0.1078004676064
223;228;0.7539026633882
223;234;0.5049837977576
223;663;0.4157982238855
223;525;0.4092062434618
224;95;0.4859027811382
224;667;0.4641125572098
224;594;0.2643212806985
224;139;0.2277256206137
225;140;0.500382831093
225;625;0.3997295675196
225;152;0.3714027241155
225;236;0.3679364002759
226;122;0.6020048167667
226;214;0.6020048167667
226;76;0.3928827297483
226;88;0.3083683977518
227;255;0.6322774657806
227;215;0.5971436028642
227;257;0.5516401118215
227;621;0.5101859676399
228;223;0.7539026633882
228;234;0.4831477062178
228;663;0.3772881205186
228;202;0.3397212304076
229;670;0.6323159972596
229;291;0.4656828458674
229;206;0.4535888866236
229;287;0.4500232707353
230;239;0.4951212118827
230;255;0.4769056916468
230;621;0.4672773810825
230;291;0.4569569089046
231;208;0.6886616031009
231;209;0.2190549306578
231;196;0.1716558414475
231;629;0.1693258945208
232;645;0.190015837588
232;689;0.1580349330717
232;106;0.140591620895
232;77;0.1402226347635
233;506;0.1480232215191
233;715;0.1455105906663
233;190;0.1444986080829
233;372;0.1433705929664
234;223;0.5049837977576
234;228;0.4831477062178
234;663;0.4495885837571
234;202;0.3071003165758
235;140;0.3054462790353
235;225;0.2931628609422
235;236;0.2793004218574
235;625;0.2441548455374
236;140;0.4066048086587
236;225;0.3679364002759
236;152;0.3517838953065
236;235;0.2793004218574
237;525;0.2562562225242
237;223;0.247168957237
237;228;0.2393297377446
237;35;0.2137832304457
238;155;0.2180563002975
238;194;0.2131993679731
238;448;0.2093192517136
238;205;0.2087845454443
239;230;0.4951212118827
239;621;0.2790785027242
239;291;0.2313124835086
239;662;0.1814719661448
240;262;0.6118331042717
240;258;0.5255648913386
240;191;0.4811085913811
240;268;0.4719093118486
241;199;0.4403071578764
241;717;0.4403071578764
241;649;0.3811556873816
241;328;0.3235500673249
242;44;0.4795578850263
242;13;0.4508778549146
242;261;0.3671872372199
242;24;0.3621044186565
243;241;0.236615577499
243;166;0.1988950324244
243;240;0.1866751688393
243;673;0.175872433439
244;191;0.5913047748712
244;240;0.4503855935534
244;262;0.396284648053
244;177;0.3938790333456
245;99;0.3757614327351
245;89;0.3612104721833
245;192;0.3492705959532
245;62;0.3266727395761
246;286;0.2935914001734
246;205;0.2789905880624
246;469;0.253280184842
246;448;0.2483920255992
247;256;0.4546115417655
247;397;0.3456797725888
247;371;0.3438155328314
247;435;0.3429043880192
248;255;0.5963266475709
248;257;0.526399978896
248;206;0.4771823134239
248;227;0.4754566850174
249;260;0.4201980443537
249;258;0.2736186348227
249;284;0.2664682290287
249;293;0.1980918384299
250;265;0.7674368490679
250;296;0.7007604015793
250;266;0.5954908878346
250;277;0.5923958545424
251;291;0.1510784404899
251;230;0.1391817841455
251;621;0.1354427010699
251;154;0.1305917995639
252;240;0.4018844266687
252;262;0.3788453466466
252;177;0.3771335035765
252;269;0.3238674340022
253;618;0.2898943553567
253;635;0.1489252494465
253;246;0.1374556754808
253;729;0.1261407680486
254;66;0.5521281168183
254;55;0.5005468050332
254;134;0.4261924082812
254;98;0.4073205074006
255;215;0.677982517122
255;206;0.65290342928
255;227;0.6322774657806
255;257;0.6184077323146
256;247;0.4546115417655
256;469;0.3959746878446
256;286;0.368198381168
256;714;0.3669244340221
257;255;0.6184077323146
257;227;0.5516401118215
257;248;0.526399978896
257;215;0.4979646858794
258;293;0.529744230527
258;240;0.5255648913386
258;262;0.4768543343264
258;191;0.3668233177618
259;240;0.385432148474
259;177;0.3761982863496
259;284;0.3058741559377
259;244;0.2739517837411
260;249;0.4201980443537
260;269;0.2205834604031
260;258;0.2192111394243
260;252;0.2088561497693
261;242;0.3671872372199
261;44;0.2960349117728
261;13;0.2339361328347
261;11;0.2292899393054
262;240;0.6118331042717
262;258;0.4768543343264
262;268;0.4180687348182
262;244;0.396284648053
263;287;0.478962607413
263;683;0.4740643633617
263;670;0.351795249665
263;283;0.3434856728557
264;448;0.3255689451116
264;256;0.3245772911827
264;286;0.3143797109569
264;155;0.3064837589049
265;250;0.7674368490679
265;266;0.6943864832595
265;296;0.6867478509135
265;624;0.5920181340871
266;265;0.6943864832595
266;624;0.6023969450068
266;296;0.5965175426556
266;250;0.5954908878346
267;335;0.1440020631601
267;688;0.1436957245051
267;601;0.1293915948461
267;167;0.1281097296162
268;240;0.4719093118486
268;262;0.4180687348182
268;191;0.3753757628108
268;244;0.3702362656029
269;252;0.3238674340022
269;240;0.2579139566944
269;258;0.2445858319148
269;262;0.2376540601089
270;669;0.1768541150028
270;304;0.1336748856
270;668;0.1157467724048
270;576;0.1031427873572
271;287;0.3544287724509
271;670;0.3299401187215
271;263;0.3159637021298
271;283;0.2928283852838
272;597;0.3680200620904
272;203;0.3616773064816
272;227;0.3210087830551
272;255;0.3027149117646
273;615;0.0889287443486
273;732;0.0825673683934
273;336;0.0798521702455
273;241;0.078949393541
274;678;0.4353171736548
274;291;0.3638282376502
274;206;0.3294496175038
274;215;0.3267147625348
275;279;0.2884352864993
275;240;0.1806368521275
275;177;0.1696844296006
275;671;0.1605631350169
276;300;0.2908768817421
276;288;0.2503895509436
276;116;0.2370874920285
276;615;0.1680995255634
277;282;0.6518007012061
277;342;0.6384909064265
277;295;0.6326486742096
277;290;0.6085179129064
278;244;0.2127915556326
278;258;0.212549307903
278;191;0.1674093408037
278;240;0.1536295393885
279;275;0.2884352864993
279;671;0.2330864193925
279;683;0.1714796616425
279;287;0.1690013105005
280;287;0.3353514475252
280;283;0.3300714228499
280;670;0.3087826369041
280;229;0.2653860199489
281;304;0.2061274992661
281;270;0.0662980563936
281;49;0.0611202728703
281;598;0.0582051266362
282;277;0.6518007012061
282;290;0.6022286583686
282;295;0.5329552946592
282;319;0.5183581575334
283;670;0.3717109520167
283;328;0.3710374951417
283;287;0.3568147028892
283;263;0.3434856728557
284;258;0.338606898828
284;259;0.3058741559377
284;293;0.2894936597377
284;240;0.2743695938516
285;319;0.5654732655017
285;295;0.5582646137349
285;675;0.5280793755855
285;624;0.5020584137109
286;205;0.4589300320013
286;79;0.3728333509659
286;256;0.368198381168
286;155;0.357955991047
287;683;0.5297266897564
287;670;0.5047159198554
287;255;0.4802771950519
287;263;0.478962607413
288;116;0.4530856422863
288;297;0.3208168934375
288;750;0.3003055147782
288;509;0.2724285543666
289;615;0.1914082835763
289;311;0.1781651432692
289;532;0.1757008945159
289;9;0.1750401633935
290;321;0.6177580545063
290;296;0.6173656715119
290;277;0.6085179129064
290;282;0.6022286583686
291;206;0.6077331948454
291;678;0.594427587086
291;255;0.5834216111622
291;621;0.5794669997635
292;553;0.0867679914428
292;548;0.0819422877456
292;586;0.0809085974111
292;289;0.0757444327016
293;258;0.529744230527
293;240;0.4321357433221
293;193;0.3766025085287
293;262;0.3388789926842
294;512;0.5607198190845
294;169;0.5325124592259
294;626;0.4703251061738
